Job Title,Job URL,Job ID,Company Name,Job Location,Work Mode,Job Post Date
Quality Auditing Analyst,https://ca.indeed.com/rc/clk?jk=c65fa4d398fba99e&bb=OSo1zPdSOVBsExWQXfsUCTNB7BvjhLL1o9P6ecZYa-7KWeCg7cDzYUL_EA9CWaQ-Ho25WrkPm5AEbDJ4ER7KaupIaquBGl7iYycTHLZ0h1A%3D&xkcb=SoAq67M3DfboZ3xjwB0MbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3,job_c65fa4d398fba99e,Accenture,"Mississauga, ON",Hybrid remote,8 days
"Intern, Research Analyst, Economic Development, Investment Services",https://ca.indeed.com/rc/clk?jk=21a33bfcd598907d&bb=OSo1zPdSOVBsExWQXfsUCRmohRrmMqcevw6cSA53fXKh68rsPwj5P6ubIaGwUkkHHAehAdaYeby2jbM0nj-BOCJI1O1tQ1v38zVKXWWLzLn5nbR5Yh2_QQ%3D%3D&xkcb=SoDD67M3DfboZ3xjwB0DbzkdCdPP&fccid=d1fc2967aad7ab53&vjs=3,job_21a33bfcd598907d,City of Brampton,"Brampton, ON",Hybrid remote,8 days
database analyst,https://ca.indeed.com/rc/clk?jk=beac3f235ef7c3a3&bb=OSo1zPdSOVBsExWQXfsUCapx22mitwPBQdzivs5FBX6uKB4rNKbEeW3mDgWjKNrc-3LSL9ZNmOvGYRRDQUbe_1wRWLHYA6qInRfwgYOAaKY%3D&xkcb=SoB367M3DfboZ3xjwB0CbzkdCdPP&fccid=5f56e515bdd49939&vjs=3,job_beac3f235ef7c3a3,Flyinger Solutions Ltd.,"Toronto, ON",,8 days
"Data Analyst, Data Analytics",https://ca.indeed.com/rc/clk?jk=de90099023c39619&bb=OSo1zPdSOVBsExWQXfsUCbdBN2ZqltSEoKqTUu8YmlA6mH3Vkug9lyQ_McEA7cYFw_DyX2q0PdvUPKlxakxReS7MiRWCJMQ0qNgCsL6N7_U%3D&xkcb=SoDq67M3DfboZ3xjwB0BbzkdCdPP&fccid=87b328666e50453b&vjs=3,job_de90099023c39619,Cardinal Health,"Vaughan, ON",Hybrid remote,8 days
Data Analyst,https://ca.indeed.com/rc/clk?jk=0260b69f45fb2733&bb=OSo1zPdSOVBsExWQXfsUCVkLw38bwKhMZRcO1--DcIvesy-drnSbJqMdCTvXBqlzP4brx6ghU-_D2obVYQUfrfsWnXUEXgpQXpHRPzKMDBpXn95BVSNuGw%3D%3D&xkcb=SoBe67M3DfboZ3xjwB0AbzkdCdPP&fccid=31921a4bf53a6026&vjs=3,job_0260b69f45fb2733,Geotab,"Oakville, ON",,8 days
sales analyst,https://ca.indeed.com/rc/clk?jk=71b1168845cd0fea&bb=OSo1zPdSOVBsExWQXfsUCVLqzO1EcgD1RamDaUqAvsZVbAAHj3PL7zNsRbmOvrXc0Tax4fLLKOd0vZSgFiUeM4OhaRh1SqHCUBftkBLdF8M%3D&xkcb=SoDQ67M3DfboZ3xjwB0HbzkdCdPP&fccid=333a8f2361f7ce02&vjs=3,job_71b1168845cd0fea,magnum millwork inc,"York, ON",,8 days
Tax Analyst,https://ca.indeed.com/rc/clk?jk=052c8c33b39dbd16&bb=OSo1zPdSOVBsExWQXfsUCUgRTBNkXWfbiQ66NfKw1qjnleiZ8NtznIJ4hYm5L8kNTFwa_zdm84i2VJmn2x_gtw9K7uhv8ttuXqrvxSGancE%3D&xkcb=SoBk67M3DfboZ3xjwB0GbzkdCdPP&fccid=618943d89d0005a6&vjs=3,job_052c8c33b39dbd16,Sun Life,"Toronto, ON",,8 days
marketing analyst,https://ca.indeed.com/rc/clk?jk=b6f36683423582b9&bb=OSo1zPdSOVBsExWQXfsUCfHkSnNwEZoTeFofpWiPcsbhV0fcVNt-D-ZMYDRoQ5FVKZ_KxlpAEmyl0xdZDTlHSb0YLRwkIW8m05DxBDy3yyE%3D&xkcb=SoD567M3DfboZ3xjwB0FbzkdCdPP&fccid=24ffae79b5f72ca1&vjs=3,job_b6f36683423582b9,Aspire Group NA Ltd,"Markham, ON",,8 days
data analyst - informatics and systems,https://ca.indeed.com/rc/clk?jk=2cbbc86a0f06db83&bb=COqC051xMIbh_waf96sFvDfhA9m3uhN2kElwXKm8RE_56uD5occmlXzkt3r2nV5OEoWGZ_CVIhRgl5_xtB14sCzE3IagouDgmjDbTMbY-gQ%3D&xkcb=SoB267M3Dfb-uAgc370LbzkdCdPP&fccid=16ad2bd0ad8b6b28&vjs=3,job_2cbbc86a0f06db83,Tosca Floors Inc.,"Mississauga, ON",,14 days
"Contract, Operations Analyst",https://ca.indeed.com/rc/clk?jk=da9c56efd22dc707&bb=COqC051xMIbh_waf96sFvDmwRR4O62vaQ0RioC-6dLcSJnzDlXNyLNSbq9ofBxziIijpf9Vx9apjH_wjxuXdemYZbk8AbPQ-AQ8LJBnKB2xiJoezp6gAFQ%3D%3D&xkcb=SoDC67M3Dfb-uAgc370KbzkdCdPP&fccid=3c8d88ba21d4badb&vjs=3,job_da9c56efd22dc707,Toronto Hydro,"Toronto, ON",,14 days
Business Analyst,https://ca.indeed.com/rc/clk?jk=c50956882cf72b4c&bb=COqC051xMIbh_waf96sFvCqLWsHSTtaWVYtGrcicCsPO5cE3YB1SIQxAYQPY4sfrfBExyxw8gVL5zlKEc25jMUHHNsWBgJND3hJeI1S8TO5sgOpNX9iJmA%3D%3D&xkcb=SoBf67M3Dfb-uAgc370JbzkdCdPP&fccid=e006c4576a932f64&vjs=3,job_c50956882cf72b4c,Nortak Software Ltd.,"Greater Toronto Area, ON",,14 days
data analyst - informatics and systems,https://ca.indeed.com/rc/clk?jk=97fe0fa3be55ab82&bb=COqC051xMIbh_waf96sFvMv4a40OjBavwbpuGVWYOzKHUrG7zExcMnvux2cLpWIKoVaFueewg0oi7v51AfOiM2JcN87yG4C5H3BwymcgnXw%3D&xkcb=SoDr67M3Dfb-uAgc370IbzkdCdPP&fccid=7afe946850c4923b&vjs=3,job_97fe0fa3be55ab82,SULYMON GLOBAL INC.,"North York, ON",,14 days
database analyst,https://ca.indeed.com/rc/clk?jk=beac3f235ef7c3a3&bb=COqC051xMIbh_waf96sFvJtScbKr4fTV70FX0QZo1C_g8bl9JLq8g9veQqXQp238mV5wVFQDnOhbOiZRx69DeBW4FhNNQNvBQNWC3MSX1cE%3D&xkcb=SoBl67M3Dfb-uAgc370PbzkdCdPP&fccid=5f56e515bdd49939&vjs=3,job_beac3f235ef7c3a3,Flyinger Solutions Ltd.,"Toronto, ON",,14 days
Lead Business Analyst,https://ca.indeed.com/rc/clk?jk=153d1abf317c2aa2&bb=COqC051xMIbh_waf96sFvGt8QVl32xODngzKxibXzQT3QIQEKos-1oGKl7fTGnyGqv4kbifBC2k5AQc5HYGKRTc4Nfx4b-BBnKT7EeZeXQXr_YVCLXQprw%3D%3D&xkcb=SoDR67M3Dfb-uAgc370ObzkdCdPP&fccid=146443e77d8c0778&vjs=3,job_153d1abf317c2aa2,Virtusa,"Mississauga, ON",Hybrid remote,14 days
business data analyst,https://ca.indeed.com/rc/clk?jk=6bd1788133eea0ea&bb=COqC051xMIbh_waf96sFvIUIrSKclgiSFDzk86rEQzsfp7AnFVITmpQ7qrSHSD-C6_DQCufm6TOlJNOUE-bPZqLkXiKxSQIF75OlThhSY1E%3D&xkcb=SoBM67M3Dfb-uAgc370NbzkdCdPP&fccid=a3b49620891b1f04&vjs=3,job_6bd1788133eea0ea,Mech Solutions Ltd,"Markham, ON",,14 days
Analyst Category Revenue Management,https://ca.indeed.com/rc/clk?jk=69f4dcd04ba051fc&bb=COqC051xMIbh_waf96sFvCsLmjc_GWzWIN4w_tNdngCa199l0CPh7e7gD0WmxlJRADioq7Gf1HWTxhSpffilaEhDQU3BvohwQxc9wXyFovcAXzt6rwid-g%3D%3D&xkcb=SoD467M3Dfb-uAgc370MbzkdCdPP&fccid=372890e7eec03dda&vjs=3,job_69f4dcd04ba051fc,Saputo Inc.,"Vaughan, ON",,14 days
data analyst - informatics and systems,https://ca.indeed.com/rc/clk?jk=0edfd0d982e0861d&bb=COqC051xMIbh_waf96sFvGTJmrMca4sh5-vWPC8tSmVSCuKDC4EbL6kQFN3fB_KNhVwh4pIYCpdUR_KXx1XotIZBxBiRWGw0xOj5jJ4HZyo%3D&xkcb=SoAR67M3Dfb-uAgc370DbzkdCdPP&fccid=96a0b1dd5f9d6d38&vjs=3,job_0edfd0d982e0861d,JK Contracting and Consulting Inc.,"Burlington, ON",,14 days
Senior Business Systems Analyst,https://ca.indeed.com/rc/clk?jk=b4317af80d5e8fa5&bb=COqC051xMIbh_waf96sFvMcw5nX0x2s3HaXnh_-t_PmEk9qzTx5y5DUk5mNeDpKHgLbfwpclpuW8E8aRdrTw8uEWeKWFfuk1xRdw3BiVLMQGTQ74UthIXQ%3D%3D&xkcb=SoCl67M3Dfb-uAgc370CbzkdCdPP&fccid=58f692dcdb82aa5b&vjs=3,job_b4317af80d5e8fa5,CI Financial,"Toronto, ON",,14 days
Data Analyst (Level 2),https://ca.indeed.com/rc/clk?jk=3857c8ddaee61b6e&bb=COqC051xMIbh_waf96sFvAvvlq8aSZAJ1_QxwXKZu-xHAmvsREn6KZ_SAxKAw8Mlumflb621y_rA4WxDJ7ly_nBKKwWZm1hHi_pAwI5stUGeKYu8BRrHTw%3D%3D&xkcb=SoA467M3Dfb-uAgc370BbzkdCdPP&fccid=d8aa68c5e2e48054&vjs=3,job_3857c8ddaee61b6e,Intero Integrity,"Toronto, ON",,14 days
ServiceNow- CMDB Data Analyst,https://ca.indeed.com/rc/clk?jk=5181e6a173e29fda&bb=COqC051xMIbh_waf96sFvGt8QVl32xODzL5IWmM7UenQiGTyOBSrR3HUjU7bs1KCcXR0VBpfSkpUFEvDpPw1uupBw5EKr4mqLbZpoN1QrZAK-rvAyJ8VYg%3D%3D&xkcb=SoCM67M3Dfb-uAgc370AbzkdCdPP&fccid=1747adf6142beb48&vjs=3,job_5181e6a173e29fda,Manulife,"Toronto, ON",,14 days
"Data Analyst, Data Analytics",https://ca.indeed.com/rc/clk?jk=de90099023c39619&bb=COqC051xMIbh_waf96sFvCULwzabdqVmUp6XQJjBVzPZNW-VEoMHQuoyAwTZoKOE_MfZwjBcZPA9XN2WMtrKPpmjoQe-dPmQ1gbYloBCwZk%3D&xkcb=SoAC67M3Dfb-uAgc370HbzkdCdPP&fccid=87b328666e50453b&vjs=3,job_de90099023c39619,Cardinal Health,"Vaughan, ON",Hybrid remote,14 days
"analyst, business management",https://ca.indeed.com/rc/clk?jk=d44784ab61c54976&bb=COqC051xMIbh_waf96sFvEzyn0oVCL-X9vXWxcNQVZ586X97lTilo7U2Kq70ONLcXxvc2DWOn0yvJLlYki14OTrLxyzBWGJtoQcNcPtX5Xw%3D&xkcb=SoC267M3Dfb-uAgc370GbzkdCdPP&fccid=49071844c0eae3a7&vjs=3,job_d44784ab61c54976,1BENMU INC.,"Scarborough, ON",,14 days
"Business Analyst, Trading Platform",https://ca.indeed.com/rc/clk?jk=2e7dd619ca5f0eab&bb=COqC051xMIbh_waf96sFvBWY7-8IUjUWwUwT3IvKp_UekLU8trX5rXz7aa9mcEbAVUGFRjzihaIT1-hVPV0NqL6hGIKbA_bS1LDHGldix_nhW2NiM3DgRg%3D%3D&xkcb=SoAr67M3Dfb-uAgc370FbzkdCdPP&fccid=64d182c6fc449d3a&vjs=3,job_2e7dd619ca5f0eab,OMERS,"Toronto, ON",Hybrid remote,14 days
business data analyst,https://ca.indeed.com/rc/clk?jk=6bd1788133eea0ea&bb=9mzWmzmiY1nG1zPegRyDD75J1XFaPOjngx9OP0UVoElZNLJoi0PkHFkUY5ccVnqh6wGQL1qM0fp3Jad8tg95bEAdgg8REWNKx2ejPHIj5Ww%3D&xkcb=SoDy67M3Dfb1UnwVW50LbzkdCdPP&fccid=a3b49620891b1f04&vjs=3,job_6bd1788133eea0ea,Mech Solutions Ltd,"Markham, ON",,13 days
"Research Analyst, Customer Experience",https://ca.indeed.com/rc/clk?jk=35e27b718bbe7d0d&bb=9mzWmzmiY1nG1zPegRyDDzYqhHgJr6vaosAzk5J6t59orwpgD90nH7xGFb6DAVO6CTjYG-ETe_wyzsf2xcRGN7yzU89lFQtPZZhoEmlpL9Od0NvQUUk5cA%3D%3D&xkcb=SoBG67M3Dfb1UnwVW50KbzkdCdPP&fccid=d73294b71d7f0354&vjs=3,job_35e27b718bbe7d0d,Ipsos,"Toronto, ON",,13 days
"Analyst, Strategy & Business Development",https://ca.indeed.com/rc/clk?jk=e722f54f6b59ca3d&bb=9mzWmzmiY1nG1zPegRyDD4aJ_FLRV5oxU0iiLdm0mc6XAdisWarFMDY7-TLbvwurhAam0NBPNs9gmk-3fBwevngb47o9cDB8GldU9A3yQvXBKHIpaNLBtQ%3D%3D&xkcb=SoDb67M3Dfb1UnwVW50JbzkdCdPP&fccid=113aaa3832064b31&vjs=3,job_e722f54f6b59ca3d,Hudson's Bay,"Toronto, ON",Hybrid remote,13 days
Sr Analyst,https://ca.indeed.com/rc/clk?jk=a1a9514bc28d3fd1&bb=9mzWmzmiY1nG1zPegRyDDyQB_FXdA2dcbbQxkmOWelRfsLMSsxVjgFXBM1k07BDUumyM9Yj93dqjqXGaje4-KVFICMpsSZ2PDudVUJLatyY9K58Xnylx_w%3D%3D&xkcb=SoBv67M3Dfb1UnwVW50IbzkdCdPP&fccid=1d6ec442ed82ef80&vjs=3,job_a1a9514bc28d3fd1,Canada Life Assurance Company,"Toronto, ON",,13 days
"Senior Analyst, Credit Risk Analytics",https://ca.indeed.com/rc/clk?jk=6bb211f7078e9afd&bb=9mzWmzmiY1nG1zPegRyDD2hTN2sHUYd-RQ_FLT3sp2wg_jYbF_OpvarLHPPfDBxXhGK2WYyATU6i64iIx9ke2drk5088kqGiB5VaSo2f1AA%3D&xkcb=SoDh67M3Dfb1UnwVW50PbzkdCdPP&fccid=3a429036b3725efa&vjs=3,job_6bb211f7078e9afd,BMO Financial Group,"Toronto, ON",,13 days
business systems analyst,https://ca.indeed.com/rc/clk?jk=af6437ee960973be&bb=9mzWmzmiY1nG1zPegRyDD63XPwu7h6o5GAA0RSvXVs0SwDhjeKh8AQ24yAeDU1irs-4Zy_kqcI3k61nVEwxj2dfoCrpKQdMQwsLhsLKAD4k%3D&xkcb=SoBV67M3Dfb1UnwVW50ObzkdCdPP&fccid=5c06175b170028b7&vjs=3,job_af6437ee960973be,Pragra Incorporated,"Brampton, ON",,13 days
Business Development Analyst,https://ca.indeed.com/rc/clk?jk=aafaace3c4a26e0c&bb=9mzWmzmiY1nG1zPegRyDD2FjO4NnUEDh_fw1jk8YoEjYVN7izYd9odHQxF1_eDnPRfeXEQvo5EqZHaXcicSPPEyWno4bWCNJOB2AjT_qzkDEiohZXauHRQ%3D%3D&xkcb=SoDI67M3Dfb1UnwVW50NbzkdCdPP&fccid=7bbcdc23e9b092b7&vjs=3,job_aafaace3c4a26e0c,Ontario Power Generation,"Toronto, ON",Hybrid remote,13 days
marketing analyst,https://ca.indeed.com/rc/clk?jk=b6f36683423582b9&bb=9mzWmzmiY1nG1zPegRyDD866KdajcKNAB24zP-EZCdWfgRLRRUvMfSmGnySX1bqYrA7zdw04HlVAsXXx1tJBNR_nHgkL-5AOvtgpmxdW8lQ%3D&xkcb=SoB867M3Dfb1UnwVW50MbzkdCdPP&fccid=24ffae79b5f72ca1&vjs=3,job_b6f36683423582b9,Aspire Group NA Ltd,"Markham, ON",,13 days
business systems analyst,https://ca.indeed.com/rc/clk?jk=1c29a7b92d71dd52&bb=9mzWmzmiY1nG1zPegRyDD3JspLp41Kksug7dVB4_6HhReru7WZrEFKCk-BQWync5Q6QMSXwcLQFg7Dacqx4B2xH3anwha1CqBYYGFFzD9tM%3D&xkcb=SoCV67M3Dfb1UnwVW50DbzkdCdPP&fccid=ff05d41d17c4ccd5&vjs=3,job_1c29a7b92d71dd52,M.I.S. Electronics Inc.,"Richmond Hill, ON",,13 days
Fraud and Risk Analyst,https://ca.indeed.com/rc/clk?jk=6fe31f0a9cec8299&bb=9mzWmzmiY1nG1zPegRyDD2tkBRmGCceb0hDJaLhBoDrLsXidJSWlI1uZ_InroAfjgxXNgC3nqA9bMNJqLSY97kKu3tCCQ5UtTjRaZ-ccpUni1tHLLOIbZQ%3D%3D&xkcb=SoAh67M3Dfb1UnwVW50CbzkdCdPP&fccid=50a08e2c4b5e62c0&vjs=3,job_6fe31f0a9cec8299,BlazeSoft,"Concord, ON",,13 days
Sales Analyst,https://ca.indeed.com/rc/clk?jk=43b32a139bad4da8&bb=9mzWmzmiY1nG1zPegRyDD83ts-QbG5JfCnyosdkI61y-BrmlRU8WZMOUVX3f4gmulmba4deAOVwjr2xRN4eEYfoJKLg6TjSLWDtfI7rTkwI%3D&xkcb=SoC867M3Dfb1UnwVW50BbzkdCdPP&fccid=bfdac90a7574b77c&vjs=3,job_43b32a139bad4da8,Nestle Operational Services Worldwide SA,"Mississauga, ON",,13 days
"Senior Data Analyst, Sales Operations (Remote)",https://ca.indeed.com/rc/clk?jk=549f361556992067&bb=9mzWmzmiY1nG1zPegRyDDyDqdQzWNxTyNmrbQN6RyoGsnD2n4HXfi6MnttYL3oV9VLiLNTfnDXB7sIGgCff3_F1GJqnW06Pjihb9myYNzPYveqveP1L3Kw%3D%3D&xkcb=SoAI67M3Dfb1UnwVW50AbzkdCdPP&fccid=bf43832ebb455ed2&vjs=3,job_549f361556992067,OPENLANE,"Toronto, ON",Remote,13 days
"analyst, business management",https://ca.indeed.com/rc/clk?jk=d44784ab61c54976&bb=9mzWmzmiY1nG1zPegRyDD5YV6pomMcpyH3KO17wpqp22r6s0amoSQihgKPlWsHReygicvuPB4av8wl3N8HJI1F-xFyPZbC4oV2W748914UA%3D&xkcb=SoCG67M3Dfb1UnwVW50HbzkdCdPP&fccid=49071844c0eae3a7&vjs=3,job_d44784ab61c54976,1BENMU INC.,"Scarborough, ON",,13 days
business systems analyst,https://ca.indeed.com/rc/clk?jk=35097dd44da5c6ed&bb=9mzWmzmiY1nG1zPegRyDD1ZL8fYHrermgIAZgZiKOI6V81qy7akgiwWbk8BrZFmbJc7342lNwQvsTwquhYhXM-t8bX-HkO54N-DMOoHFog0%3D&xkcb=SoAy67M3Dfb1UnwVW50GbzkdCdPP&fccid=8066adc9396d5bb0&vjs=3,job_35097dd44da5c6ed,Save Max Real Estate Inc.,"Mississauga, ON",,13 days
Supply Chain Analyst,https://ca.indeed.com/rc/clk?jk=98b5980af93502cf&bb=9mzWmzmiY1nG1zPegRyDDyxHRfgGb8cxX81CIVUCL41yXnvK7O0ylB5Kvro5hXgi6irYjUqqz-YApU_MGU9hRaRmg5p5CryNepBqbsAQt6x8_RChsM_oAN3h2_5yp2Hh&xkcb=SoCv67M3Dfb1UnwVW50FbzkdCdPP&fccid=658c47061e983772&vjs=3,job_98b5980af93502cf,dbrand,"Mississauga, ON",,13 days
MFL Pipeline Data Analyst II,https://ca.indeed.com/rc/clk?jk=e5a31c0cd718c8a2&bb=zfy0RoHAiZR-M_wI0wvEdU5ErAsXbx5Z5no9EFXxeF_a3nx6uvV5w2z6LJ4N4_sC3w9JSP_diuyeH4imu8lZo-sahfCyiElgMsjv9PhKYjk4gfLUo3idUg%3D%3D&xkcb=SoCG67M3DfcNI6wlTh0LbzkdCdPP&fccid=a9f5161228b9d4b1&cmp=Entegra-Solutions&ti=Senior+Data+Analyst&vjs=3,job_e5a31c0cd718c8a2,Entegra Solutions,"Woodbridge, ON",,30+ days
"Contract, Operations Analyst",https://ca.indeed.com/rc/clk?jk=da9c56efd22dc707&bb=zfy0RoHAiZR-M_wI0wvEdRs8lOxNmcqIH-SWHe9aZO_0q62D_3Y6E5pmWbiHsdXq3g3ktfrpGzhGzLDRfr3AjtxZxyagUfqBf8lYnBF7ZldOdUv1zLcVTg%3D%3D&xkcb=SoAy67M3DfcNI6wlTh0KbzkdCdPP&fccid=3c8d88ba21d4badb&vjs=3,job_da9c56efd22dc707,Toronto Hydro,"Toronto, ON",,30+ days
Business Analyst,https://ca.indeed.com/rc/clk?jk=c50956882cf72b4c&bb=zfy0RoHAiZR-M_wI0wvEdX6bN0nkygH_tfCXPitrQpsbQbBZy5m-FCLWW-KJ5xcwqLPoIS65vGCfkIrepbmvKgg57EvyYuKusz6Z2wxztBitKGWqEEDuHQ%3D%3D&xkcb=SoCv67M3DfcNI6wlTh0JbzkdCdPP&fccid=e006c4576a932f64&vjs=3,job_c50956882cf72b4c,Nortak Software Ltd.,"Greater Toronto Area, ON",,30+ days
Business Risk Analyst,https://ca.indeed.com/rc/clk?jk=4c3a29a5f880266e&bb=zfy0RoHAiZR-M_wI0wvEdYX_8ksJ1sL_nDZynFzHYIqELX6Kv-7j7ORd8ayrOVbuakyB_96QmEmAztZFtPCAySFFlp0OHNfb_MHKwyaNBcs%3D&xkcb=SoAb67M3DfcNI6wlTh0IbzkdCdPP&fccid=371f6257caa76972&vjs=3,job_4c3a29a5f880266e,Fidelity Investments,"Toronto, ON",,30+ days
Sr Analyst,https://ca.indeed.com/rc/clk?jk=a1a9514bc28d3fd1&bb=zfy0RoHAiZR-M_wI0wvEdSGKvdn8gQqwYmf9NqwXI_zAv-u8ZXCx2eeADxW0NruRnstvj5k4LX1fnuR1Fpvim71QpbC_nxx4hypzc1Djr2S5azUWZaaQog%3D%3D&xkcb=SoCV67M3DfcNI6wlTh0PbzkdCdPP&fccid=1d6ec442ed82ef80&vjs=3,job_a1a9514bc28d3fd1,Canada Life Assurance Company,"Toronto, ON",,30+ days
Category Insights Analyst,https://ca.indeed.com/rc/clk?jk=08a008716355708f&bb=zfy0RoHAiZR-M_wI0wvEdcJ8YEwatHZhC26nUZbAAbeW0ffTXACdAXaYKk9RuveHgvzyC9kqdu-Spfdc9bS6KD0ftSaddHE53HeCzmfWBFhE7c_Bz1NrHA%3D%3D&xkcb=SoAh67M3DfcNI6wlTh0ObzkdCdPP&fccid=9d3b22d5c58d0d1f&vjs=3,job_08a008716355708f,BISSELL Homecare,"Mississauga, ON",,30+ days
business data analyst,https://ca.indeed.com/rc/clk?jk=899469f117ee4343&bb=zfy0RoHAiZR-M_wI0wvEdUcjnNZ6UUutZXIrtqUzUZ5sHw_usFK7pzvLCO1xQUsVnY6yLbFsdMWq2YCiCJiLlm1VDwYu2_3L1iSLetGks2s%3D&xkcb=SoC867M3DfcNI6wlTh0NbzkdCdPP&fccid=3d14912b7f7d812b&vjs=3,job_899469f117ee4343,APPFABS INC,"Mississauga, ON",,30+ days
database analyst,https://ca.indeed.com/rc/clk?jk=730f5ce99931f5f7&bb=zfy0RoHAiZR-M_wI0wvEdaw5WYFRSjI-ImRLJyMS2AtEyLkH5DhRh0e37v5u4_ll5rQMb9JxDswTPmjVbOFA6QXbKNTkCMNenRW43SPVHW8%3D&xkcb=SoAI67M3DfcNI6wlTh0MbzkdCdPP&fccid=59f9b545f52907aa&vjs=3,job_730f5ce99931f5f7,Tian Bao Travel Ltd.,"Richmond Hill, ON",,30+ days
Data Analyst,https://ca.indeed.com/rc/clk?jk=0260b69f45fb2733&bb=zfy0RoHAiZR-M_wI0wvEdarH_MKwj5mOm1kBh-QVcqHxtt5naVz3cJuNQY_iJlfjp5SvpWq2V4RaVExdpO-g5MIG66-j9Z0e4hq8Lts-yp4bl5yojs718g%3D%3D&xkcb=SoDh67M3DfcNI6wlTh0DbzkdCdPP&fccid=31921a4bf53a6026&vjs=3,job_0260b69f45fb2733,Geotab,"Oakville, ON",,30+ days
Quality Assurance Analyst,https://ca.indeed.com/rc/clk?jk=4b95cec3b025e37c&bb=zfy0RoHAiZR-M_wI0wvEdZAEI3V2GmPlUjh5mT3_EDVnM-fBXUZUjtcqZAl12dV4fSJboAohGWqjQXiT8P40K2YZWY2k_UeDuccGCa5nuBQdsn1Q2QV8aQ%3D%3D&xkcb=SoBV67M3DfcNI6wlTh0CbzkdCdPP&fccid=02e72612c7c0d1ce&vjs=3,job_4b95cec3b025e37c,Teleperformance,"Toronto, ON",,30+ days
Business Data Analyst,https://ca.indeed.com/rc/clk?jk=08b3484bc8534551&bb=zfy0RoHAiZR-M_wI0wvEdQSt5w4mwrz4H8-8fX4xRBnoV8FJFch18s1bPaO0zbcKcE-WkP8Kq4dsetFh1Ayb50w5OzY-Zs9nxevFyXDkhH_5dlEIG9ZwOQ%3D%3D&xkcb=SoDI67M3DfcNI6wlTh0BbzkdCdPP&fccid=3308ce641126a211&vjs=3,job_08b3484bc8534551,Moneris Solutions,"Toronto, ON",Hybrid remote,30+ days
marketing analyst,https://ca.indeed.com/rc/clk?jk=b6f36683423582b9&bb=zfy0RoHAiZR-M_wI0wvEdfhtKH1cBKndgeKLW7uf02GkY9sLR4JJOFQCYmkRXZMowWpikCyVP79i_b8goKQ7bCk5D0ZTeTYOY0vUPpVMaik%3D&xkcb=SoB867M3DfcNI6wlTh0AbzkdCdPP&fccid=24ffae79b5f72ca1&vjs=3,job_b6f36683423582b9,Aspire Group NA Ltd,"Markham, ON",,30+ days
"Research Analyst, Customer Experience",https://ca.indeed.com/rc/clk?jk=a5f85fd9fc505b52&bb=zfy0RoHAiZR-M_wI0wvEdYWMHGkMSCzaAosF-mlsUnmxPd5r2su_ZsM1fbAITCupIjcTQBwzvWyZCJj-koFPG3PMlPVf_dYb5sg8w59w6fQ-r9pKXgcW2Q%3D%3D&xkcb=SoDy67M3DfcNI6wlTh0HbzkdCdPP&fccid=d73294b71d7f0354&vjs=3,job_a5f85fd9fc505b52,Ipsos Zrt.,"Toronto, ON",,30+ days
data warehouse analyst,https://ca.indeed.com/rc/clk?jk=e6cc4b6285396dd3&bb=zfy0RoHAiZR-M_wI0wvEdST4sB0JxotKhbYmruO3fKBpgezQrxd8SOuZB8nvGwvf2opawMgK4z8OM_7yfOhJqdlYQRcXCmQbWtrbRIc0yLk%3D&xkcb=SoBG67M3DfcNI6wlTh0GbzkdCdPP&fccid=820ac22d22b22531&vjs=3,job_e6cc4b6285396dd3,1st Call Industrial Ltd.,"Mississauga, ON",,30+ days
"Data Analyst, Data Analytics",https://ca.indeed.com/rc/clk?jk=de90099023c39619&bb=zfy0RoHAiZR-M_wI0wvEdbz5NNyALf7dg7WcPrX6NsW1VcG5EtMdT9VEgnJ34Pb3_kVGKdfdZ9kr3P57PPADBGs3A56zhLcHAlaPRDRVpc4%3D&xkcb=SoDb67M3DfcNI6wlTh0FbzkdCdPP&fccid=87b328666e50453b&vjs=3,job_de90099023c39619,Cardinal Health,"Vaughan, ON",Hybrid remote,30+ days
"analyst, database",https://ca.indeed.com/rc/clk?jk=aa593161ee09d8b2&bb=02cqt2ADdVEV1cSPuCvyqjlg5GtYWHUC9hk8CA0Y8XyMLInC-Crsi90GhLIiZ-kspa4NK0GFZ3qf-63a4mnX_5U0dd_ojSgazhQBBDFaUrU%3D&xkcb=SoCc67M3DfcD9eTCtB0LbzkdCdPP&fccid=74c143dd715cb471&vjs=3,job_aa593161ee09d8b2,A.P.H INTERNATIONAL LTD.,"Mississauga, ON",,15 days
Sales Analyst,https://ca.indeed.com/rc/clk?jk=35641e39126ff64f&bb=02cqt2ADdVEV1cSPuCvyqjorGKy-QAs0VrJ-QUYcwTmfLn3HCpqL1mF8fEyOzHQ4TkL6V6fWU27UT_xMNeKeX7M1RiHQLNkLLFxeYqV24wTOa_9HpHF3Nw%3D%3D&xkcb=SoAo67M3DfcD9eTCtB0KbzkdCdPP&fccid=959fbc7b7aeb5d18&vjs=3,job_35641e39126ff64f,Newell Brands,"Brampton, ON",,15 days
